姓名,点赞数,评论内容
HENRY文浩,1,五星分五期	
混乱-止于上限,1,摸摸官方，五星已经给咯	
路过的粉兔,1,在线求bgm	
普罗旺斯の夏天,1,直播平台在直播平台跪地求饶[吃瓜]	
如龙小粉丝,1,分期付款，一次一星[tv_斜眼笑]	
背景一号,1,"惨 钉钉 惨
不过其实钉钉的主要矛盾是和社畜的吧，只不过是学生党大量涌入加速了矛盾的曝发。
疫情之前我们老师也吐槽过钉钉。
身为高三党，最烦的其实不是钉钉，是老师要求的打卡（我们班自习还是直播打卡）和观看时长老师知道而自己不知道。
本来高三了打算先巩固自己劣势的部分，现在只能跟着大部队走，节奏全打乱了。
希望钉钉也能适当地对教育单位进行限制，至少保证给学生们留下睡眠时间。	"
头发爆多的婧婧,1,被你感动了，我去给你打五星，毕竟我们学校不用你这个[吃瓜]	
岩永琴子官方老公,1,下次一钉[doge][doge]	
药到命除老懵医,1,那你还专门为学习专门更了个新??????????????????????????????【穷哈式懵逼】	
药到命除老懵医,1,那你还专门为学习专门更了个新??????????????????????????????【穷哈式懵逼】	
舒晗晗晗晗晗,1,有一说一，这种官方能拿这个调侃我觉得挺好[doge]	
悦悦今天超甜,1,下次一钉	
许俊已注册,1,⑥＋√√	
琳酱ing,1,没有好好学的知识，没有学到的知识，是工作后准备考研（还是跨考）时要自己主动从工资里掏钱去上网课的。充分体会边工作边学习的快乐[妙啊]	
月亮白的很,1,玩梗请适度，软件本身真的没错	
阿蚊死了,1,看完我生有感触，决定投五个一星[抠鼻]	
全载圭,1,。那些想爆粗的建议找老师校长教育局发泄，欺负软件算啥本事	
FgtSpr,1,[喜极而泣]说实话，是单位里老人家们不知道哪去打一星，不然我觉得钉钉真的早就在线喊爸爸了	
傲云ii,1,虽然我不用  但下次一钉	
听说你很非,1,二级的官方还想要五星?	
予安-刘,1,行了 学习通 mooc 才垃圾 我想上课	
鱼鱼君__,1,钉钉特别好用我已经打五星了（	
玖妍KuRuM19,1,我们老师看过了，都说好	
钻石老狐狸,1,三连可以，五星不行[doge]	
性感任峰在线撩妹,1,就凭着这首歌我下了钉钉打了五星	
千恪恪恪恪,1,太惨了，本大学生特意下了给你五星[喜极而泣]	
是宝宝呀QAQ,1,其实我给的6星，那一星是溢出来的[doge]	
饥饿的小貂,1,下次一定	
亿枫,1,现在官方的账号都这么惨的吗？[笑哭]	
e-e-e-e-e,1,有一说一，钉钉服务器比某土豆服务器好用多了[doge][doge][doge]	
哇取名好难,1,你火了	
子魂爱吃糖,1,https://www.bilibili.com/video/av89419498#reply2386194979  钉钉新鬼畜 不来康一下吗[doge]	
沐槿,1,笑死我了哈哈哈哈哈哈哈哈	
在下雪天抽烟,1,别干这买卖了，直播出道吧，新科娘那边招中之人呢	
争取今年上lv6,1,下次一定下次一定	
一颗并不存在的柠檬,1,[偷笑]你们这些官方来送（看）温（热）暖（闹）的嘛	
Eternal灬Alluer,1,我是说怎么2星了，原本不是1.3星的嘛，原来是自评的[无语][阴险]	
gongy,1,这app的设计就是100%站在老板的角度，毕竟2b的业务需要老板出钱买，也能理解，，，所以员工和学生站在自己的角度打一分也是没啥问题的，，，或者钉钉以后只允许出钱的老板打分，那可能都是5星了～	
账号已注销,1,哈哈哈哈哈哈哈哈好可爱	
芷洋小兔子,1,蹲在官方底下吐槽[doge]能不能考虑把那什么玩意儿当前发言人数过多禁止发言给改进一下[尴尬]还有那什么直播延迟能延迟半分钟[tv_白眼]我们老头好委屈，你们咋不说话了，不互动这课没法上啊[委屈]	
荆琼霄,1,操作界面逻辑烂的像shit，直播各种卡顿，画质极渣，我就想看老师直播，哪个平台不比这好，我服了	
嗨皮不咳嗽丶玉雪,1,视频太好看了，泪目，举报了	
自由人114514,1,建议上传网易云	
嗷嗚烏拉,1,看完了，就去应用商店看了眼，卧槽0?[小A和小B_吃瓜]	
星丶辰_,1,我那是不是1星，是6星溢出来了一颗	
JavierZhan,1,你们阿里搁这开会呢？[doge]	
中国柑橘研究所,1,估计小学生和中学生刷一星的多，等你工作你就会发现钉钉真的好用，而且钉钉免费开放平台也体现了社会责任感	
小早川金吾中納言,1,上班族更讨厌这玩意好吗  天天要写什么日报强制  简直像极了资本家丑恶的工具	
夜晗丶蓦然,1,你说说你，还能再惨一点吗？？[笑哭]5星不分期（记得打钱，不到账继续分期[doge]）	
麦芽麦芽糊糊精,1,钉钉！把你剑网三区号和ID交出来！！！	
啊啊啊啊阿唤,1,她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了她急了	
神-乌索普,1,2级？！快欺负他！！！	
路人甲乙丙第五,1,三连安慰一下啊，大学生给你个三星吧	
hidoiyo_,1,还有个人狠人直接拿修改器打的零分，还说“我就一分都不给你”，你怎么看？	
火鸡味锅巴-_--,1,下次一定	
铯酱酱,1,官方鬼畜最为致命[惊喜]	
丢了老号的老金,1,"没想到，有生之年系列啊！我相信只要活的够久，什么热闹我都能看上。
这一切……都要从一只蝙蝠说起……	"
球球让我睡觉8,1,★☆☆☆☆下次一钉[吃瓜]	
negrello,1,五星没了 你币有了	
红月辉,1,上班族也不喜欢用钉钉！！！	
HoshinoSei,1,给钉钉打1星这种行为，只能说是闲来无事的中学生在那刷自我认同吧，虽然网络授课有着各种各样的问题，但是跟平台方有什么关系呢？有几个是因为网课质量不行，影响自己学习效率才去特地跑去刷一星的？学校也不会因为学生打1星就停课，这种报复性行为完全没有意义的，不想学习的人，在学校正常上课也未必学的进去。	
雅世俗人-,1,可以可以，那么就一星好评吧！[阴险]	
沐冰之释,1,[妙啊]有个问题一直想问，怎么b站的官方一个个都变成了皮皮蛋的模样	
溺澄の海蓝,1,最惨官方号！！我比钉钉高三级~~~~~~~[doge][doge][doge]	
Vinting,1,我们学校就不用钉钉（暑假没了[doge][doge][doge]	
谢熙是大哥,1,我刚好开课了，进不去也。说！你干了什么好事[doge]	
苏仙长的小掌门,1,想要五星？下次一定[热词系列_知识增加]	
UYTIUITYU,1,真不能怪钉钉，是那些老师无法去更新教育方式，网上授课却还要跟现实中一样。	
辛负白,1,我看成了《钉钉本钉，在线求锤》呵，还很嚣张	
零度龙魂,1,活该一星[无语]我的痛苦在你之上[无语]卖萌依然没有用?_?｀	
没错_就是小歌歌呀,1,让唱这歌的小姐姐露脸，我给五星[嫌弃]	
段段段段段吖,1,红红火火恍恍惚惚，忍不住笑出声[doge][doge]	
我想要他们百年好合,1,你就是我那逆子？！[阴险]	
无人组-,1,下次一定[滑稽][doge][doge]	
平凡之治,1,歌词写的不错，差评了	
龙JK,1,一天一星	
山猫xl,1,内个。。。把点赞功能修好我就给你五星[doge]	
骑坦克的舒克,1,这里有一位lv3的小白默默求赞，大家快可怜可怜他！	
囹圄吔屎,1,你不说我都忘了，今天还没打一星呢[滑稽]	
丶陈佛欢丶,1,我们学校老师课是录播的可以反复看 每天签到软件是分开的  签到时间是00：00～12：00 我们一半半夜签到 辅导员督促	
通江县一二三相馆,1,"能见到的评论！
五星好评！分期付款。
今天没下雨，一星。
今天没下雪，一星。
今天没下冰雹，一星。
今天没吃晚饭，一星。
还有很多很多各种一星的理由和评论……	"
龙JK,1,兄弟5星分期送。谢谢我吧	
非现世存在的用户,1,[偷笑]虽然不知道发生了啥，但是我觉得把，五星这种东西，你还是找你姐姐出面（qian）比较好解决[doge]	
残城碎梦h,1,就你叫钉钉啊？你挺……你挺……你挺猖狂啊	
雾枝唔吱吱,1,好活！赏	
绿头小哥,1,钉钉作者?给??耙	
凶尸王,1,一个赞学习十分钟，封顶12小时	
榊道昭,1,建议一星好评[tv_doge][tv_doge]	
池魏CW,1,看到这个视频立马下载给可爱的钉钉打了五星反正我不用这个app给更需要的孩子们用[害羞][害羞][害羞]	
潜阳htrhtgj,1,老实说这只燕（bian）子（fu）挺可爱的[doge]	
小怪獣sakura,1,钉钉怎么了？钉钉也是为了我们的学习着想！我们可能会有更好的未来，草长莺飞二月天，你们要好好珍惜，马首是瞻指日可待！	
Yyyuuulf,1,这软件还行 对于我这种既没有麦克风又把摄像头拆了的用户来说还行	
过来吃饭啊,1,我合计着一星以下下线，每个人都打一星怎么能掉到了一星以下呢？[生病][尴尬][尴尬][尴尬]	
Leefa莉法,1,听说钉钉被刷低分特地去围观了一下，发现很多人只是跟风点赞玩梗，甚至并不见得真的去打了一星。反观app评分区大量嘴臭、以疫情诅咒、问候开发者全家、喷5星评论n m sl等等的xxj，你们是真的无能狂怒的辣鸡[微笑]	
白荼tuuu,1,绝对是玩剑三的，浓浓的味道	
他她它吞吞吐吐,1,哈哈哈哈哈哈哈	
旷行,1,他还是个孩子，不如，我们把他扼杀在摇篮里吧[doge][doge][doge][doge]	
燃-起来了,1,学习通你看看人家，你看看人家，你学一下，别愣着阿	
T_N_O_K,1,你只要把直播功能删了我就给五星	
吾之荣耀与忠诚,1,搭嘎，口头哇路	
爱弹吉他的刀客塔,1,我打五星，分期付的那种[吃瓜]	
墙头三颗糖,1,但是我拒绝  jio jio[害羞]	
朝闻道34,1,所以从1.3到2星你是自己刷出来的？[doge][doge][doge]	
金九天,1,你这个标题绝对是化用的某句广告词，我不说是哪句[滑稽]	
你要洗了欸,1,等着，我去刷好评（不想学习的蠢货们不要拖累了想学习的天才，你耽误的起吗）	
Icyrain_,1,腾讯课堂转战钉钉，咱也没办法[doge]	
古风月,1,不可能	
日與夜,1,客气啥!？不就是五星吗？ 给你!    五次一星 五星 给你!![阴险][阴险]	
想要旅行的猫头鹰,1,你那大拇指挺好玩的啊!!!还有表情包能斗图[doge]	
疯言疯语疯疯子,1,五星分期给，一定给	
躺着的懒人,1,既然钉钉这么可怜，大家快一星保护[doge]	
永远的14nm,1,想让我饶命？那我花呗能迟一点还吗[doge]	
洛水莲华天降伊,1,我也想试试网课。有没有链接啊[tv_doge][tv_doge][tv_doge]	
啊哈啦阿阿哈哈,1,还不都怪你太好用了	
知世の力量,1,看到其他学校都在用钉钉，想到我们学校还没有我还幸灾乐祸地吃瓜，没想到我们老师发来了绿色教育……导致我每天7:30就爬起来上课。[阴险][阴险][阴险]本想我们应该不用打卡，结果没想到微信程序小打卡呵呵[笑哭][笑哭]我真开心。	
弦月踏青鸦,1,修改器可以0星	
蔡的菜_,1,爸爸去救你了	
我爱的し,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	
一发入魂的狗托,1,刚注册，这就是学习软件鬼畜视频嘛，爱了爱了[抠鼻][抠鼻]	
滋滋冒火小肥肉,1,钉哥  你火了[妙啊]	
成果与猫,1,你以为我想投一星，我只是没找到零星	
在下时银有何贵干,1,各路官方蓝色小??，八仙过海，各显神通！[热词系列_打卡]	
Paroxetine煊煊,1,好家伙，难道只有我们学校自己弄了个软件教网课吗？!	
628620899862,1,我发现钉钉电脑手机提示音是不一样的	
冷冷冷-静,1,钉钉真的卑微了	
我还是喜欢羽川翼啊,1,五星通缉行不行？[滑稽]	
小爱得不到的正男,1,我踏马谢谢你啊！[doge]	
守序善良浅唱桑,1,有一说一，我对钉钉这个app并没有恶意，因为我们又不用[doge]	
不信瑶不传瑶喔,1,必火	
不信瑶不传瑶喔,1,必火	
壬蓝,1,钉钉揉揉，可可爱爱委委屈屈的声音(*′﹃｀*)上网课没办法的，反正用什么软件都能上，给一星就是迁怒嘛，还影响了很多上班族。反正对于上课没什么抵触，比在学校快乐，不用跑来跑去的。	
小灵灵灵灵灵灵,1,求出歌我想单曲循环	
莫陌子是总攻哟,1,好哒，下次给两星	
我的红领巾挂胸前,1,硬币可以给你 五星必须分期	
Wonder_K,1,钉钉这波公关太厉害了(? ??_??)?[doge]	
白嫖就是胜利,1,抱歉，这没用，我还是要给你一星好评[微笑]	
KuroNoirSchwarz,1,卖萌也没用，下次也不会给五星，这视频也算是承认了那些五星好评真的是自刷水军（笑）	
舟舟未来要发光,1,[doge]知道啦～五星已经给了，爱的抱抱～	
月夜的黑猫c,1,我明明给了五星[阴险]	
绿蒜头公主,1,笑死 我们学校不用钉钉	
爱次丶螺蛳粉,1,我给你五星好评，毕竟大三网课不用钉钉[呲牙][呲牙]	
迎风柳絮舞春秋,1,学系统的，能体会到大哥们的痛苦，UI一流才能被国家选中，身正不怕影子斜，加油[鸡腿]	
bobibobi,1,钉钉你这波操作秀啊！妙啊！我这就去给你个五星哈！反正我不用，哈哈哈哈哈[调皮][调皮][呲牙]	
枫梓樟,1,我也上网卡，但我没用钉钉，我们学校用无限宝，我也没去打分，本人高三，嗯，钉钉好可爱啊我去打个5星吧[调皮]	
是张一圈鸭,1,在？这么多未成年人使用，要不要考虑装个防沉迷？[tv_doge][tv_doge][tv_doge]	
夏天的小果,1,不容易啊！	
尤娜-,1,[热词系列_知识增加]	
亲爱的喵斯-Muse,1,今晚[doge]我们老师连麦提问，如果没有我，就给你个五星不分期，如果有我，就给你六星，只留溢出来的那一颗[妙啊]	
尸贝贝贝贝,1,蜜汁上头…	
松坂砂糖加点盐,1,用了快两年钉钉的，挺好用的。至于网课功能，那就不管我的事了[抠鼻]	
马猴烧酒海绵宝宝,1,这就是钉钉么i了i了，第一次来B站就看到。[doge]	
daduyao,1,这个视频真的把我逗笑了，给你们打个五星吧！	
我是小太阳吖鸭,1,蝙蝠来了吖	
2233站娘,1,在？不出防沉迷我就开挂评0星[doge]	
一點點苏一,1,[热词系列_可以][热词系列_三连]但是下次一定[doge]	
在家窝着自己,1,这样行吧，我每次给你一星五次就是五星了对不对啊	
捏脸失败的武当,1,[吃瓜]怎么评论区越往下越激动呢？说白了这个一星也不会让钉钉下架，真没啥太大影响	
五香果咖,1,不想学习就不学嘛 没有钉钉还有咚咚 谁能阻挡你们不想学习的心呢[吃瓜][吃瓜][吃瓜]	
我司机是老司机,1,辣鸡软件	
安伯斯与提妮l,1,五等分的钉钉[妙啊]	
弗罗里达哥,1,卧槽 我昨天看还是11万播放量 怎么今天就140万播放量了	
论吃货的历史,1,别装了，你们的风头一时无二，借此进入了在线教育，可以说是这一场疫情的最大赢家之一！心里不知道美滋滋高到啥程度。	
楼下卖本子的,1,"《你钉起来真好听》
想在冬天钻被窝
想要熬夜看小说
不料网课作业多
有苦没法说
延迟假期可不少
每日打卡逃不掉
老是看学生列表
就我在傻笑

你钉起来真好听 特别像午夜凶铃
像我专心学习 大妈在广场 放凤凰传奇
你钉起来真好听 像指甲抠墙壁
像我步行 遇到搅拌机 溅我一脸泥
你钉起来真好听 像满清十大酷刑
而我像白居易 要远征维京 秀才遇到兵
你钉起来真好听 像唐僧在念经
像首老歌 把我埋在 遗失的水域
你钉起来真好听 像玩死歌没CD
想我要看电影 抬头一行字 导演郭敬明
你钉起来真好听 像半夜看闪灵
整个世界 有你的鼓励 都关闭手机

建议大家都给个五星
但不要分五次还清哦～

歌词原视频→AV88651718	"
五千多元,1,钉钉是一款良心的好软件，十分推荐（	
名字啊哈,1,建议搞个看板娘钉钉娘，必火[妙啊]	
理查德米洛斯,1,[热词系列_知识增加]	
nn2394800784,1,说真的现在的很多05后就是欠收拾。[偷笑]	
西山脚下隔壁山小镇,1,众多周知，b站是个和谐美好的地方。像我这种3级小萌新，大佬们都会温柔的摸摸我的狗头，并且给我一个赞。(｀?ω?′)w	
拾风师,1,分期付款给五星[小电视_害羞]	
汐木杏,1,此生无悔入钉钉，分期付款五颗星[2233娘_大笑]	
Rowld,1,钉钉还是一个孩子，我们不能这样做，得想办法把它扼杀在摇篮里[doge]	
寒子一口吃了武藏,1,呵呵，把这个软件的恶性问题淡化成学生不想上课。	
雨宫莲-JOKER-,1,这样，唱歌的小姐姐给我做女朋友，我就五星好评	
黑与死宅,1,钉钉有那么多未成年人使用，我建议加一个两小时的防沉迷系统[喜极而泣][喜极而泣][喜极而泣]	
帝落残阳,1,虽然我打不了5星，但是一键三连还是可以给一下	
TheminiGOD,1,你怎么才2级[doge]	
雨淋先锋,1,啧  你就感谢ios吧要不是只能最低一星你估计已经没了[呲牙][doge]	
-吾黄-,1,太惨了，真是太惨了，第一次见到这么卑微的官方[热词系列_知识增加]	
Qilingw,1,工作狗公司天天视频办公，用钉钉。真是个好软件。[微笑]	
-宇佐见秋彦-,1,好了好了虽然还没用钉钉也给你投个币吧，倒霉孩子给造孽的	
吉尔太美什,1,知道了，五星差评，一次付清[doge]	
励志哥某良,1,大哥怕你了一次5赞[doge]	
Yuno亲,1,惨是真的惨，道理我们也懂，课也确实是得上，但一星还是得打，道理和感情是两回事[吃瓜]	
啊坝坝,1,五星好评）	
妩媚的宛权东,1,kada～口吐哇路[热词系列_真香]	
小张小张永不嚣张,1,建议钉钉增加：投币、刷礼物功能[doge]	
有没有那么一种感觉,1,不好意思呀，受疫情影响手头比较紧，五星只能分五次付清了，一次一星[妙啊]	
风犬於,1,评论区大型公号私用现场[doge][doge]	
ンボ小超,1,还好我前几天打游戏手机被老爸砸了，现在用电脑看[害羞]，老师联系不到我就是爽(为接到“加班”通知)	
l清贫乐l,1,我觉得网课很重要，但考虑到同学们沉迷于网络我就痛心不已，所以希望钉钉能有防沉迷系统为了我可爱的同学们……好吧我招了，我就是不想上网课[doge]	
For谢游,1,钉钉你惨我们也惨啊，只要有关这件事的动态我们学生党就要被无差别喷死。。我们怎么突然就成公敌了哈哈哈哈 是我的祖安血统不够纯正了	
灿烂阳光下的正义,1,不是不好用，是不爽，没办法，拿你撒气，求也不好使，我不爽	
深圳国际交流学院,1,在 线 围 观[吃瓜]	
pppwppp,1,实属迁怒了，不过这也是没办法的事儿啊，反映个情况，为啥消息一多就有个红色感叹号啊，消息发不出去啊，要是系统问题麻烦维修一下	
萤的应急食物派蒙,1,建议钉钉添加未成年防沉迷系统~[doge][doge]	
-大星空or影织-,1,你们这些官方号的小闪电都是买来的么？[doge]	
枫哲老公,1,下次一定[呲牙]	
墨狐砜,1,找到你了，一定要趁你还小欺负下[吃瓜]	
郁海沫烟,1,自刷吧	
胡笳千吟,1,人的一生注定碰钉	
青衫云隐人,1,下次一钉	
是佳辉啊w,1,不说了，五星好评，分期给	
蓝色机灵点,1,[doge]早晨就刷到了，没想到是官方呀	
溪溪每天都要嘻嘻,1,因为不想上网课给软件打一星，这跟电影难看给售票app打一星有什么区别	
灵龙啸,1,分期它不快乐吗不香吗[tv_鼓掌]	
芯岁丶,1,??	
要考深大的Dancy,1,五个同学，我们AA	
折纸大师,1,既然逼我天天打卡，那就顺便天天差评，什么时候停止打卡什么停差评	
V-ioleta,1,平心而论，钉钉的设计真的喜欢，五星好评我觉得是应该的，最最起码也不会到一星吧，不能因为钉钉被选作教学直播平台就产生偏见，不能因为不想学习而这样对待钉钉，这种社会风气我觉得不应该。钉钉加油！五星好评！	
Choro球球,1,钉钉这么可爱！必须五星！	
南鸢舞曦,1,在？建议添加未成年人防沉迷系统[doge]	
秦淮旧柳,1,没，上次我给了两星??	
Elllssse,1,我已经坚持7天一星了我打卡都没这么勤快	
茕茕_____,1,我好爱你	
会动的大图书馆,1,五颗星，分期付款，一天一星[2233娘_大笑]	
项文雁,1,作为一个大学狗我居然没想到给差评，是我跟不上现在孩子想法了？	
须佐之男o,1,在？可以出个防沉迷系统？[doge]	
flyingT,1,腾讯会议能不能安排一下？	
塔子阿姨家的儿媳妇,1,玩归玩闹归闹 五星分期不能少	
兔子-1994,1,其实我也有没了解清楚的地方，比如上课时间过长等一些问题，希望他们能改善。这是次危机也是一次机遇。加油(? ??_??)?钉钉	
liyimengying,1,哈哈哈哈	
原味milk1,1,卑微钉钉，在线认爹[doge]	
叶不知羞夜夜不休,1,满足你，五星一次付清	
要努力的阿土,1,雨课堂出来挨打[热词系列_知识增加][热词系列_锤]	
mmX-----X,1,不行，除非支付宝和我进行交谈[tv_doge][tv_doge][tv_doge]	
长拂浮茯,1,哈哈哈它急了它急了它急了	
喝咖啡快递,1,唯一一个用几个星期创造十多亿下载量的国内软件[妙啊]	
森林里の大魔王,1,我去，我是看着钉宫本钉点进来的，咋变成钉钉本钉了！	
凛际,1,产品经理出来挑抖肩舞=五星加三连	
幼娘是阿昉,1,其他的app可以抄作业吗	
Allie-Wilson,1,建议产品经理跳个抖肩舞[偷笑][偷笑]	
夏弥ink,1,讲真钉钉也挺不容易的，谁会想到钉钉从一个办公软件变成了一个网课软件[2233娘_喝水]	
幻星银河,1,三连和五星都给了，剩下的你自己加油吧[吃瓜]	
孔塔主我爱你,1,打钱吧	
-リボルバー,1,大学狗没有网课不用钉钉开心的一匹，结果假期里搬砖，老板:下个钉钉，我拉你进公司组。最终 还是逃不掉……不过u1s1钉钉办公方面的功能真的很齐全很不错。识图转文件拯救财会员工狗命	
水溜まり,1,爬	
伏建国列夫斯基桑,1,在吗，搞个后台模式？[呲牙]	
Mr-渡ll,1,不逼一下，都不知道有多大的潜力[滑稽]	
-破天-,1,害怕，给你点个反向的??吧[微笑]	
青峰大辉丨,1,有的人看着这个视频笑着笑着，钉钉就响了[妙啊]	
零桑克,1,五星太好打了！反正我毕业了哈哈哈哈哈	
犹豫的花生豆,1,没有为什么，我欺负不了领导，你，就是背锅侠。[无语][无语][无语]	
睡着睡着就醒了,1,在？微信什么时候支持支付宝支付？？	
chestnuts17,1,后台播放来一下[doge][doge][doge]	
我的辣条丢了,1,玩笑归玩笑，五星还是走起[支持]	
霉谭碳,1,我用我妈手机给你打了五星用我的手机打了五星。只能做到这么多了[捂脸]	
想住在零食贩卖铺,1,所以我没下钉钉	
快乐大激,1,一星好评，一次付清[doge]	
艾晶蝶,1,"正准备说心疼小chick,却发现是只燕子，没事虽然我也饱受摧残，但冤有头债有主，我不怪你，你我都是牺牲品。[微笑][2020]5星奉上	"
可是他很可爱,1,说真的，我被可爱到了。	
不好意思打扰鹅,1,你花呗粑粑都可以分期还，你怎么这么叛逆？	
未見南风过,1,唉，你不是蝙蝠吗?[doge][doge][doge]	
柠萌小奶果,1,不止你一个被分期，不要伤心，你要想想，还有瞩目	
iM_Grey,1,这求生欲堪称一绝	
Light-line,1,趁我等级现在比钉钉高先嘚瑟会[tv_坏笑]	
通天教主大胜利,1,下次一定(双重含义)	
冬冥Luncot,1,"幸好不用钉钉...
诶...去上网课了awa	"
给内心的书信,1,小米应用商场评分3.1左右	
普雷wan,1,感觉占率轰炸很成功	
大魔王Gakki,1,"★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
★☆☆☆☆
钉钉真实好用！一次付清了！不用谢！	"
零五二三七三,1,我已分期付款，大家共勉，毕竟996是福报，别抖机灵了！	
涵韓憨,1,大家们，还有一个服务器卡，专心为学习的软件叫“爱学”大家快去打分期5星啊	
超高校级的的鸡鸡,1,官方鬼畜最为致命	
哔哩哔哩㊣,1,鼠目寸光，等以后你们签文件到处找领导的时候就知道钉钉有多好了[口罩][口罩][口罩]	
Je落花,1,懂了 这就去给一星[doge]	
02の爱恋,1,这视频一出来！就带动了视频下面一波的鬼畜视频！[妙啊]	
亦辰BBC,1,一个赞0.01星，不分期	
紫陌没有红尘,1,"建议加一个未成年人保护系统
每天只能在线2个小时[doge]	"
三无鱼玄叽,1,你真的…哈哈哈哈哈哈哈哈哈哈五星一次性付清了！	
三无鱼玄叽,1,你真的…哈哈哈哈哈哈哈哈哈哈五星一次性付清了！	
科技锅王,1,资本家的畸形产物	
呢称真难取2333,1,"我们因一个长翅膀的动物，无法相见。
我们因一款长翅膀的软件，再次相遇。[doge]	"
伪貘,1,三连给了。要五星不行	
反手给一波超级白给,1,搭噶，口头挖路！	
x-mile笑迷乐,1,你们当时就应该弄成付费软件[doge]	
幻星银河,1,你怎么这么有趣[喜极而泣]，我们用的不是钉钉，就给你弄点好评吧[吃瓜]	
残花败柳丶依然美,1,求生欲望极强	
罐装旺仔,1,我用你上课分屏刷b站还能看见你不说了，分期打星今天的还没给呢[doge]	
千逸人,1,[灵魂出窍]	
佐手冷松,1,"音乐很好听，歌词很用心
所以六星给钉了[滑稽]	"
淡淡红茶,1,你好过我们就不好过，说到底你是为了资本家负责！不好意思我们是对立面[喜极而泣]	
Sloan肆龙,1,幸好我们老师不开摄像头，我可以光明正大的偷懒，只要按时交作业就行了[doge]	
正义使者在线打击犯罪,1,下次一定[微笑][微笑]	
肥Gin,1,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈	
橙而已,1,好的我去下载打五星了(研究生的狂笑	
添五,1,我们没有用钉钉哈哈哈哈我们用的是别的软件，上课只能上20分钟，爱了爱了，可是老师一个个像是怕电脑前的我们会传染一样语文课18分钟，数学课才12分钟绝了，刚开始就结束了，特别是数学课跟开了二倍速一样	
如梦幻亦泡影,1,"疫情无情,人间有情,一方有难,八方支援。感谢钉钉让我们在家能用上这么好的软件,很久没用过这么棒的软件了。真的说实话,这个软件真的是太好了,它好在哪里呢,它好就好在我们学校不用这个软件。[妙啊][doge]	"
灯泡bulingbuling,1,还有一个叫伯索的东西[微笑][微笑][微笑]	
末の未,1,[热词系列_知识增加]哈哈哈	
太宰治のchuya,1,你出后台悬浮窗功能的话  我立刻五星[微笑]	
凑阿库娅-official,1,木大木大	
顶风作案-,1,把唱歌小姐姐信息交一下就五星[doge]	
板鸭RBQ,1,一星好评，不用分期[妙啊]	
没硬币改名称了,1,此生无悔入职钉钉，来世还要打一星	
云牙子,1,分期分期，分五期	
侧听风吟,1,表面上叫你们爸爸，背地刷您们社会渣滓，“打一星都是社会渣滓”的你查看该发送者的所有弹幕。绝了	
两仪肥蛇子,1,确实这不是钉钉的问题，到时候课肯定要补回来的我就搞不懂一个个学校这么着急上课布置作业干嘛，赶着投胎吗[无语][无语]	
是邹邹吖,1,钉钉实惨，抱抱钉钉，然而我们学校不用[doge]	
承太郎想要摸海豚,1,官方鬼畜最为致命[热词系列_知识增加]	
竹合与安木,1,好活！我马上找了4个同学一起给5星[滑稽]AA制	
幽筱-yu,1,讲真的你不搞直播（就是学习的功能）什么的学校会选你吗[tv_调侃][tv_调侃][tv_调侃]	
BB酱Q,1,我认为只要钉钉出防未成年人沉迷系统，一天上课两小时，或许还有救。[2233娘_喝水][2233娘_喝水][2233娘_喝水]	
30192137188_bili,1,头一回看见不要三连的视频，给个三连安慰一下。[吃瓜]	
讨厌不爱学习的孩子哦,1,大学生的我们一定给你五星好评！[阴险]	
helloalone1,1,在？不出防沉迷系统？一群学生每天都玩几个小时，耽误了学习，不用考试了吗？[tv_doge]	
放肆的告白式,1,五星了[doge][doge][doge]（因为我用不到）	
苏格拉熊,1,去应用市场看了，有人打五分就被口吐芬芳了也是很不理解，人家不打一分一上来就四字名言是几个意思[呆][呆][呆][呆]	
我可以扮莲华给你们玩,1,[热词系列_知识增加]下次一定	
中i二,1,求生欲极强。。。	
追逐灬小泽,1,大家不要被骗 头像不是蝙蝠 所以不是官方号[tv_doge][tv_doge][tv_doge]	
小栗爱吃小板栗,1,卧槽居然是官方	
PapaJade,1,钉钉实在太好用了，先点个踩吧	
amnos11031119,1,这波操作可以哟 看了一眼已经2.5星了[喜极而泣]	
胡图图抓小怪,1,我给的五星！！没有分期~	
阿三爱阿笠,1,此生无悔入钉钉，分期付款打五星。[doge]	
热心的市长金先生,1,草	
洛十一na,1,钉崽，说实话你有的功能挺好用滴[热词系列_真香]	
路过看装b,1,嗯嗯？你说啥？我这边马上上课	
是我永为哒,1,分期付款，分五期给[2233娘_大笑]	
穹空之语,1,分屏看B站，刷到了这个东西[笑哭]	
小生向北不见卿,1,"ding leng deng  ding leng deng
ding leng deng  ding leng deng[滑稽][吃瓜]	"
