姓名,点赞数,评论内容,评论时间
戏称i,0,[热词系列_知识增加]	,2020-02-22 22:39:30
一jio踢走所有不开心,0,你以为你通过鬼畜的方式就能结束你的分期五星吗？[doge]	,2020-02-22 22:39:12
Neptars,0,评论区好多官方号[疑惑]	,2020-02-22 22:40:12
sukeyChen,0,这个钉钉不太可爱[大哭]	,2020-02-22 22:39:47
皮蛋葱,0,怎么全是官方账号 我瑟瑟发抖啊	,2020-02-22 22:38:14
夜斗神-御中,0,这蝙蝠嘴没画好啊??	,2020-02-22 22:37:32
Guccc,0,我竟然看完了[微笑]	,2020-02-22 22:37:37
三个小乜,0,好可爱啊你！！！！！！！可恶！！！！！	,2020-02-22 22:36:49
慵懒的气球,0,不用钉钉的我十分害怕[tv_doge]	,2020-02-22 22:36:07
少司命V,0,此曲只应天上有	,2020-02-22 22:35:17
封汐-993,0,莫名被洗脑。。。	,2020-02-22 22:35:16
司延837488,0,燕崽子拿的什么啊简直可爱暴击	,2020-02-22 22:35:00
013家的御用文秘,0,每天快乐源泉，看阿里爸爸和孩子们在B站的“内斗”[tv_doge][tv_doge]	,2020-02-22 22:33:35
这里是阿淦鸭_,0,这孩子疯了[捂眼][捂脸]这才几把年纪啊	,2020-02-22 22:33:47
柴郡猫7,0,念咒吗[热词系列_我哭了]	,2020-02-22 22:33:29
阿离有眼睛,0,害怕	,2020-02-22 22:30:47
子弹の黑白君,0,官方鬼畜，最为致命[吃瓜]	,2020-02-22 22:31:57
今天爱学习没,0,哈哈哈哈哈哈哈哈哈哈哈哈哈哈为了上分不择手段[呲牙]	,2020-02-22 22:30:55
湖北张馨予,0,引来无数官方[tv_doge]	,2020-02-22 22:32:05
滥与缺,0,我觉得你有点飘了，果然五星要分五期付款[呆][呆][呆]	,2020-02-22 22:31:39
平-步,0,我都不认识“钉”字了	,2020-02-22 22:31:00
流水绕沙州,0,你五星有了[笑哭]	,2020-02-22 22:28:40
三斤写星册,0,哈哈哈哈哈哈哈哈哈哈评论区好多官博	,2020-02-22 22:28:14
猪猪侠养殖大户,0,请问各位…钉钉是什么[笑哭]，是一个上网课的软件吗，我大四了，也不用上课[笑哭]，我是真的不知道…	,2020-02-22 22:27:01
啵啵虎y,0,还怪好听的[笑哭][笑哭]	,2020-02-22 22:25:30
嘟嘟噜噜哆哆,0,从此在网红路上一去不复返[doge]	,2020-02-22 22:23:14
才才你造么,0,可爱	,2020-02-22 22:23:01
烙细,0,头像人都画好了，可以搞个虚拟主播出道了[妙啊]，到时候五星一定奉上	,2020-02-22 22:24:04
夜行の列車,0,奇怪的钉增加了[热词系列_知识增加]	,2020-02-22 22:23:37
小手在作怪,0,一个平台在另一个平台[嫌弃][嫌弃][嫌弃]	,2020-02-22 22:24:42
若乐雪,0,当时我害怕极了[doge][抠鼻]	,2020-02-22 22:24:26
Neveah_,0,下午听了还挺上头的，晚上甚是想念，就又找出来听了[喜极而泣]	,2020-02-22 22:24:18
Azhuxi,0,又傻了一个[热词系列_知识增加]	,2020-02-22 22:23:21
季蓦,0,dingdingdingdingdingdingdingdingding	,2020-02-22 22:20:21
雨佳521,0,厉害了	,2020-02-22 22:19:45
左崇明,0,头要炸了，半夜惊醒！	,2020-02-22 22:20:19
请让我滚去上网课,0,不要过来呀！！你再这样我就恨不起来你了[囧]	,2020-02-22 22:19:27
安静的疯狂6674724,0,这么多蝙蝠围着你，就问你怕不怕[阴险]	,2020-02-22 22:20:51
总之就是非常变态丶,0,鬼畜钉钉秀？[doge][doge]	,2020-02-22 22:20:20
Ericthonius,0,……我明明不用钉钉为何突然脑壳疼	,2020-02-22 22:19:40
给灵梦塞了6个硬币,0,唱歌的小姐姐独立出来一个号吧[热词系列_猛男必看]	,2020-02-22 22:19:18
羽翼89757,0,最后累晕的钉三多好可爱哦！	,2020-02-22 22:18:57
萧怜秋,0,这次网课事件成功打开了钉钉的沙雕开关，越来越皮了。	,2020-02-22 22:18:08
季蓦,0,哈哈哈哈哈哈哈哈哈哈哈哈学习通和钉钉双倍的快乐哈哈哈哈哈哈哈哈哈哈	,2020-02-22 22:17:13
zzz-kai,0,可我还是想把五星分期[tv_doge]	,2020-02-22 22:16:59
六等星的昼夜,0,害怕的兄弟萌把害怕打在公屏上	,2020-02-22 22:18:35
给灵梦塞了6个硬币,0,我觉得你们可以考虑开发一下国外市场了，比如日本韩国[吃瓜]	,2020-02-22 22:16:49
MILLORSA,0,午夜凶钉	,2020-02-22 22:16:02
嘻嘻吼吼笑,0,计数君在吗？	,2020-02-22 22:15:47
b战好用吗,0,来小钉给大家整个活，走。应用商店等你啊	,2020-02-22 22:15:31
人活着就是为了太宰桑,0,[热词系列_知识增加]	,2020-02-22 22:14:44
MILLORSA,0,害怕	,2020-02-22 22:15:39
青葉略略略略略略,0,我们网课用zoom哈哈哈哈哈哈哈哈哈哈哈	,2020-02-22 22:14:34
微笑着离去,0,干脆来个钉钉系列，日更	,2020-02-22 22:13:58
有一天我看见43次日落,0,害怕	,2020-02-22 22:12:32
MOHUTU,0,这孩子被逼疯了[doge][doge][doge][doge]	,2020-02-22 22:11:59
Aaa木耳酱,0,钉钉歌姬声音好可爱[大哭]	,2020-02-22 22:09:00
小汐是个取名废,0,有点可爱啊	,2020-02-22 22:08:46
六兆年的弃坑大法,0,不务正业	,2020-02-22 22:09:46
鲨壁o_O,0,钉钉自黑现场	,2020-02-22 22:07:48
翛然lls,0,[热词系列_知识增加][热词系列_知识增加]	,2020-02-22 22:06:04
灬豁冰可乐的柚子,0,官方鬼畜[热词系列_知识增加]	,2020-02-22 22:06:00
卿尘云,0,这是要占领鬼畜区吗？	,2020-02-22 22:07:07
郭麒麟圈外女友,0,钉钉！你不觉得你延迟很烦吗！上个网课！我回复老师！卡死我就！而且不止我一个同学！	,2020-02-22 22:05:53
王厚德,0,甩丁歌，你ghs？举报了	,2020-02-22 22:05:05
夜莲丶,0,我就知道这个B站用户越黑越开心	,2020-02-22 22:05:51
一时也不知道取啥名,0,您到底是蝙蝠还是…	,2020-02-22 22:04:21
闪耀的星辰酱,0,我要把把我的五星好评给你删了！！！	,2020-02-22 22:03:58
和光同尘1997,0,要不是弹幕提醒手里是个钉子，看了三遍都以为是喇叭[捂脸]	,2020-02-22 22:03:58
年糕年糕吃年糕,0,我居然觉得好听？	,2020-02-22 22:01:47
思亦寺,0,"老爹说过要用魔法来对付魔法
所以
@华农兄弟	",2020-02-22 22:00:32
拓钰礼煊,0,众所周知：阿里旗下钉钉驻bilibili官方账号是一个人鬼畜区UP主	,2020-02-22 22:00:21
你看看我我看看你,0,害怕	,2020-02-22 22:01:24
你的阿冰-,0,在？我把我精神损失费分五期按星付给您？[无语]	,2020-02-22 21:59:24
bili_31082660706,0,"[热词系列_知识增加]
[热词系列_真香]	",2020-02-22 21:59:04
橘_果沫,0,好的，你五星又没了	,2020-02-22 21:58:54
京京京兆尹,0,在？☆★★★★。	,2020-02-22 21:58:24
2020好运天天见,0,可爱? ??	,2020-02-22 21:56:43
长野原美緒,0,太沙雕了，不过我喜欢╮(￣▽￣)╭	,2020-02-22 21:58:42
青杀布,0,轮如何用一只蝙蝠逼疯一只燕子[doge]	,2020-02-22 21:56:47
夏天的海滩,0,又来了...	,2020-02-22 21:55:42
小科322,0,哈哈	,2020-02-22 21:55:03
夏天的海滩,0,又来了...	,2020-02-22 21:55:42
小科322,0,哈哈	,2020-02-22 21:55:03
青杀布,0,家族宣传大使[吃瓜]	,2020-02-22 21:55:06
吃干脆面的白先生,0,咚咚咚 同学们上课啦[滑稽]	,2020-02-22 21:52:52
百合好吃吗,0,你分没了	,2020-02-22 21:51:35
时人十,0,[热词系列_知识增加]	,2020-02-22 21:52:57
-六月菌,0,听完后我忘记原词[热词系列_知识增加]	,2020-02-22 21:51:28
yuni雨落,0,哈哈哈哈竟然有点可爱[惊喜][打call]	,2020-02-22 21:50:38
静静的月牙泉,0,妈耶耶耶耶耶耶耶	,2020-02-22 21:51:09
小草的悲剧,0,穿魂钉，就问你怕不怕！	,2020-02-22 21:50:44
机智的方糖,0,抱歉，当前发言过于频繁，请稍后重试	,2020-02-22 21:50:43
是听白,0,有点可爱啊，大蝙蝠[微笑]	,2020-02-22 21:49:40
苏格兰公羊,0,发动一切人脉给你一星好评[热词系列_奥力给]	,2020-02-22 21:49:16
看哔哩弹幕,0,[口罩]	,2020-02-22 21:48:31
月正海角,0,钉钉这类官方投音乐/鬼畜稿件也最好是标一个staff吧.... 表示调的很好想关注一波[哦呼]	,2020-02-22 21:48:19
神明大人预言不准,0,这个可以，洗脑好玩	,2020-02-22 21:48:11
一枚undergraduate,0,用这个当铃声 还怕不能早起[doge]	,2020-02-22 21:48:04
婷阿长点心吧,0,这歌有毒	,2020-02-22 21:47:56
你的龙王爸爸,0,看到这个视频想起来了 马上去分期付款 五星五期[调皮][调皮][调皮]	,2020-02-22 21:46:32
豆渣猫,0,怎么，还来？[妙啊][妙啊]	,2020-02-22 21:45:26
小白只喝黑阔落,0,黑蝙蝠增加了[热词系列_知识增加]	,2020-02-22 21:46:19
五连,0,完了上头了	,2020-02-22 21:42:41
没有Bee要,0,这是公司里搞视频创作评选，然后选上的吧[喜极而泣]	,2020-02-22 21:42:35
辉月crazy,0,哈哈哈哈哈哈哈哈哈钉钉你变了	,2020-02-22 21:43:59
晴风笑QVQ,0,音乐区UP主确定[doge]	,2020-02-22 21:42:55
半透明的樱花团子,0,"我只是点进来看看足:搞什么鬼…结果我被萌到了,意外的觉得钉钉真可爱	",2020-02-22 21:42:53
番茄希希希,0,作为工作党平时打卡的用的，发现钉钉好可爱一面哦(???)	,2020-02-22 21:42:49
178个硬币没处花,0,钉钉啊，你知道我是属于什么学生吗，我就是属于老师管不了，只听家长话的那累人，我也从来不用钉钉（好像只打开了3次嘻嘻）只要你多发几个有意思的视频我这178个硬币也不是不能考虑，反正五星是不用分期了(?˙︶˙?)（猥琐）	,2020-02-22 21:41:55
身娇柔嫩葵葵酱,0,[热词系列_知识增加]	,2020-02-22 21:40:40
卓拉领地米法,0,哈哈哈哈哈哈哈你完了你真的要一辈子一星啊	,2020-02-22 21:40:52
舟赤子,0,午夜凶铃[热词系列_“狼火”]	,2020-02-22 21:39:01
周先生多喝热水,0,开始进军鬼畜区了？？？？？！！！！	,2020-02-22 21:38:42
我是一个棒棒冰,0,我好害怕	,2020-02-22 21:38:58
盐水泡怖沭,0,出道吧	,2020-02-22 21:38:21
笼草我的世界,0,钉这么多钉子干嘛	,2020-02-22 21:37:44
莫得感情的三级头,0,太可爱了awsl	,2020-02-22 21:38:12
任呵呵金克拉,0,知道你为什么赞比投币多的多吗？？	,2020-02-22 21:37:50
咸鱼翻车吗,0,我以为手里拿了个马桶搋子，原来是钉子[捂眼]	,2020-02-22 21:37:26
风翎小可爱略略略,0,"本来不用上网课的，我就去打了个五星
现在我只想知道能不能撤回[doge]	",2020-02-22 21:36:07
丶清风明月233,0,[吃瓜]世界迷惑	,2020-02-22 21:35:39
江音晏,0,害怕	,2020-02-22 21:35:27
39938491154_bili,0,收藏当铃声用[支持]	,2020-02-22 21:37:29
兄控简隋林,0,顶顶顶顶顶	,2020-02-22 21:37:02
抖音的某瓜娘,0,我鬼畜我自己	,2020-02-22 21:35:05
Yellas,0,钉钉动画公司（音乐公司）。	,2020-02-22 21:32:51
颜子充,0,不是我说啊！你们啊，分期五星呐，太(g)过(d)分(p)了(l)！看把人孩子逼得，都疯了！[吃瓜]	,2020-02-22 21:34:35
率性而为1顺心而为2,0,就是听了你的一声钉，我昨天写作业写到十二点[阴险]	,2020-02-22 21:34:33
我说我叫大禹,0,评论区诸神之战[吃瓜]	,2020-02-22 21:34:31
I阿智,0,这几天首页全是钉钉[捂脸]	,2020-02-22 21:33:48
卧槽出差出差出差出差擦擦擦,0,哈哈哈哈，午夜凶铃	,2020-02-22 21:33:15
Misaki-saki,0,，，，五星分期不是没原因的	,2020-02-22 21:31:05
励志当个小网黄,0,害怕	,2020-02-22 21:31:12
魚曉漁,0,感觉，这软件染病毒了吧。都卡这样了。果然……[妙啊]	,2020-02-22 21:30:39
神神秘秘神,0,[嫌弃]	,2020-02-22 21:29:43
-白嫖怪-,0,钉钉这是要跳槽到鬼畜区啊[妙啊]	,2020-02-22 21:29:36
易两只蜻蜓,0,哭了T﹏T你	,2020-02-22 21:26:46
黑咖啡加牛奶,0,钉钉你要出道了吗？！！！！	,2020-02-22 21:26:18
嘿_妳的燚龘,0,打开一瞬间，我又以为我消息来了[tv_笑哭]	,2020-02-22 21:27:22
鸽子呱呱,0,[热词系列_知识增加]	,2020-02-22 21:26:08
我号12个亿买的,0,作业太多了啊啊啊啊啊啊啊啊啊啊啊啊看到家校本脑壳就痛[无语][无语][无语][无语][无语]	,2020-02-22 21:25:42
百璃Briel,0,奇怪的up增加了[热词系列_知识增加]	,2020-02-22 21:24:25
虚无之刃1999,0,为什么我在这儿看视频，我妈在旁边抖起来了[热词系列_知识增加]	,2020-02-22 21:23:37
二越子_Pluck,0,[tv_目瞪口呆]	,2020-02-22 21:24:50
小建成,0,午 夜 凶 钉	,2020-02-22 21:24:07
安可Ank6,0,就我们不用钉钉么？我们还没有网课。北京徐悲鸿中学的	,2020-02-22 21:22:30
老记与老札,0,对于不上网课的学生来说 我是很喜欢钉钉的	,2020-02-22 21:20:07
老安徒生,0,上传网易云吧	,2020-02-22 21:21:49
吃货hate饿梦,0,[tv_调皮][热词系列_知识增加]	,2020-02-22 21:20:11
方向与理想,0,都怪一星，原本的好孩子都变成这样了[大哭]	,2020-02-22 21:19:49
啊啊啊啊啊是欢,0,毛骨悚然……	,2020-02-22 21:19:40
无梦朝苏,0,相信我你虚拟偶像形象出道，差评不再分期[滑稽][吃瓜]	,2020-02-22 21:19:11
厌离终是离,0,歌词:钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉，注纯手打	,2020-02-22 21:21:32
白白白大白菜,0,我还以为初音把钉钉甩来甩去	,2020-02-22 21:21:07
竹官狸,0,我不管，就要分期一星，明天还有早自习！哇～[大哭][大哭][大哭][大哭]	,2020-02-22 21:20:39
夜刀十三坑,0,建议开二倍食用，更剌激[热词系列_知识增加]	,2020-02-22 21:19:03
一只花椒哦,0,卧槽，钉钉怎么可以这么可爱[tv_流鼻血]五星和三连都给你啦！[tv_doge]	,2020-02-22 21:18:47
CrHackerHan骰子,0,完蛋，又疯一个哈哈哈哈哈哈哈	,2020-02-22 21:17:07
-コナンSAMA-,0,好沙雕	,2020-02-22 21:14:58
阿丁花,0,[tv_doge]钉钉上线苹果提示音吧哈哈H啊哈哈	,2020-02-22 21:14:34
Sgf水泥,0,大葱钉	,2020-02-22 21:14:33
阿丁花,0,[tv_doge]钉钉上线苹果提示音吧哈哈H啊哈哈	,2020-02-22 21:14:34
Sgf水泥,0,大葱钉	,2020-02-22 21:14:33
七濑胡桃-menherachan,0,钉钉是被一星逼疯了吗？	,2020-02-22 21:13:48
朝奚嘻,0,好可爱啊[喜欢]	,2020-02-22 21:12:02
兔砸0一0呵呵,0,上音频么？用来设置铃声[奸笑][奸笑][奸笑]	,2020-02-22 21:11:40
8仔不是崽,0,一个个骂的贼熊，结果点赞的点赞投币的投币，现在软解的评分也被五星刷满了真实[doge]	,2020-02-22 21:12:39
烟蓝涟,0,哈哈哈哈	,2020-02-22 21:12:08
哒哒哒我特么,0,我想给你一锤子[doge]啊钉	,2020-02-22 21:11:53
梦毁于情动-,0,"歌词：
钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉钉	",2020-02-22 21:12:24
穹人up,0,评论区都是大佬哈。[tv_流汗]	,2020-02-22 21:11:51
少侠住手吧,0,你比久本老师钉起来可爱[笑]	,2020-02-22 21:10:31
长白学子,0,钉三多好可爱w[tv_调侃]	,2020-02-22 21:08:02
目曦,0,"up上我首页了！
坐等首页通知书
我去写作业了	",2020-02-22 21:07:58
狗叼纳尼,0,当警校生碰到钉钉，视频整理内务，话不多说，5星分期好评	,2020-02-22 21:09:51
目曦,0,哈哈哈，好有趣，五星一定分期	,2020-02-22 21:07:51
番茄痴汉Jun,0,那我们友好的做最好的鬼畜	,2020-02-22 21:09:04
目曦,0,这个黑东西好烦啊[doge]	,2020-02-22 21:08:51
花田明月照少年w,0,最近网上老是有人问：钉钉是个什么东西。我打开电脑一查，这电脑没有联网。歪歪斜斜的每幕上都写着“钉钉”几个字，我横竖睡不着，仔细看了半夜，才从字缝里看出来，满屏上都写着两个字“吃人&#34;！[热词系列_你细品]	,2020-02-22 21:07:46
北岸墨雪C,0,听说无限宝挺好，去5星分期吧。放过钉钉	,2020-02-22 21:06:59
一只大墨律,0,阿里巴巴真的恶心，花了多少钱买了b站热搜公关污染b站环境[笑][笑][笑]	,2020-02-22 21:06:08
太阳以西mh,0,Wsl	,2020-02-22 21:05:19
心比脸美的好孩纸,0,一直以为我们不会开空中课堂，所以以前看钉钉视频纯属娱乐，直到今天晚上噩耗传来：我们也开课啦[大哭][大哭]，我先来体验被钉钉支配的痛苦[笑哭]	,2020-02-22 21:05:01
要努力活着啊,0,午 夜 凶 铃	,2020-02-22 21:04:47
地球一样转,0,你们这一家子……	,2020-02-22 21:06:26
笑成橘猫,0,孩子长成了拥有三十五万粉的up了，爸爸管不了你了，你就放飞自我。	,2020-02-22 21:05:37
浅淡半泊水かぎ,0,这个官方是想做鬼畜up嘛[热词系列_知识增加]	,2020-02-22 21:05:29
Koz-TS,0,新人报道，这就是丁丁吗，i了i了	,2020-02-22 21:04:32
你行你先上,0,这一切，都得从一只蝙蝠开始说起	,2020-02-22 21:06:16
当代氧化钙,0,我社恐都被你吓出来了[热词系列_知识增加]	,2020-02-22 21:06:05
逐渐贰化的熊贰,0,好喜欢这个视频，太魔性	,2020-02-22 21:05:01
窝NIKIn,0,我的钉钉今天连工作台都打不开了，你居然再这里搞鬼畜	,2020-02-22 21:04:32
WHO_oRU,0,本来想着马上能体验一下用钉钉的感觉了，结果我们用的是学习通[呆]	,2020-02-22 21:04:14
chmome,0,做手机铃声[呲牙]	,2020-02-22 21:04:06
Kohinata小日向,0,开门，查水表	,2020-02-22 21:03:18
你的笑颜゛,0,你不要过来啊！	,2020-02-22 21:02:50
总想路过的来打,0,我想骂你	,2020-02-22 20:59:38
呜喵之力,0,pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp	,2020-02-22 20:58:58
总想路过的来打,0,sbsbsbsb	,2020-02-22 21:00:23
伍奇咖瓦夕,0,？？？	,2020-02-22 20:59:23
咸鱼减肥是不可能的,0,钉钉，答应我，去做鬼畜好吗	,2020-02-22 20:58:59
总想路过的来打,0,＊＊＊＊＊＊＊＊＊＊＊＊＊	,2020-02-22 21:00:09
-永远の万事屋-,0,在，？不考虑出个未成年人防沉迷系统？	,2020-02-22 20:57:31
粉红的奇妙男孩,0,举报了，拿心理阴影对喷子进行人身攻击，现在劳资正躺在医院里输液，建议公安部门及时抓捕嗷	,2020-02-22 20:56:26
北岛青灯,0,你想想啊，学生在痛苦分期付款，家长却在时刻付着全款，所以你不亏啊[妙啊]	,2020-02-22 20:56:19
屑银河,0,又疯一个。	,2020-02-22 20:57:06
人称不重要,0,钉钉被一星钉疯了，要换行业进击鬼畜区了	,2020-02-22 20:56:55
晟戥,0,"for(n=0;n&gt;=5;)
{
haoping(n);
printf(&#34;已给%d星好评&#34;,n);
}	",2020-02-22 20:56:28
带着口罩的塔基吧拉桑,0,淦，本以为钉钉不会降临到我头上，结果下周一我们居然要用钉钉上网课[热词系列_我哭了][热词系列_我哭了][热词系列_我哭了]	,2020-02-22 20:57:20
骨粉LW,0,一次一星，五星好评	,2020-02-22 20:52:35
w柚木子w,0,唱歌的小姐姐声音太可爱了555在线为她打爆电话(???)	,2020-02-22 20:52:25
TR_3990X,0,转行做鬼畜可还行	,2020-02-22 20:54:25
呦吼YOHO,0,在？群聊没群号；电脑不支持二维码加群解决一下？	,2020-02-22 20:53:48
这人可皮了,0,这蝙蝠啊不这海燕儿有点可爱？？？在出个周边？娃娃那种，真·被打（不是）[doge]	,2020-02-22 20:53:13
慕慕要去看世界,0,莫名可爱[调皮]	,2020-02-22 20:52:14
骨粉LW,0,★	,2020-02-22 20:53:44
进厂-MVP,0,劳资，笑了	,2020-02-22 20:53:29
banma0411,0,不务正业天天鬼畜	,2020-02-22 20:51:04
长呆毛的道士哥哥,0,奇怪的钉钉变多了[热词系列_知识增加][热词系列_锤]	,2020-02-22 20:51:04
东京太明白,0,五星好评在线求分期[热词系列_妙啊]	,2020-02-22 20:51:46
快乐的一只黄鸡,0,你是不是解锁了什么不可思议的技能？	,2020-02-22 20:51:24
天爷最可爱,0,特意去给了个五星，乖儿子，感谢爸爸	,2020-02-22 20:50:33
石蛙则寿,0,大圣，快收了神通吧	,2020-02-22 20:51:25
小白呆呆的,0,害怕	,2020-02-22 20:50:27
曉穔先森,0,爷爱了[妙啊]	,2020-02-22 20:49:59
江佑民,0,评论区好多大大小小的官方号，捞一捞	,2020-02-22 20:50:30
从零开始的坐标轴,0,瞅瞅你们都做了什么，好好的小燕子被迫卖艺了都	,2020-02-22 20:49:51
蜷缩的气泡,0,害怕	,2020-02-22 20:49:17
青袊ag,0,"哦！老伙计！你看那令人心生悲悯之心的钉钉！
我的上帝，他真是太可怜了!
真是见鬼，钉钉是造了什么罪孽！
哦！我是说，那些用户们能给钉钉一个好评就好了，
哦！我敢发誓，肯定有人要喷我，
说不定哪天他们发作起来，咱们也得领教他呢?
该死，为什么我会有一股翻译腔？
这些蠢得像汤姆的驴一样的熊孩子，
啊！我亲爱的上帝，我竟然说出了这样的话，
上帝，请饶恕我！如果我再问的话
，我一定会用鞭子狠狠的抽打自己的屁股！我发誓我一定会那么做的！
对了，朋友们，能否在下面点个赞，这只是举手之劳，太谢谢你了，伙计！
（我倒想看看，我发的第一个评论，能不能上热评呢？）[doge][doge][doge][doge][doge]	",2020-02-22 20:49:16
8星干员,0,来电铃声预定ヾ(′?｀。ヾ)	,2020-02-22 20:49:00
波嘉兰,0,看多了感觉害挺可爱啊[笑哭]	,2020-02-22 20:48:19
单机游戏狂魔,0,钉钉一听就是很细的汉子	,2020-02-22 20:48:03
叶落声寒,0,我笑容灿烂的看完了刚准备三连发现是官号做的鬼畜笑容渐渐消失	,2020-02-22 20:49:04
始终有一天我会被召唤,0,钉钉出道了？？？？？[doge][吃瓜]	,2020-02-22 20:47:01
账号已注销,0,这名字，啧啧啧[热词系列_你细品][热词系列_知识增加]	,2020-02-22 20:46:53
蓝原雏实,0,解释一下为什么我下载你之后我就很多骚扰电话进来，以前再来没有的，而且我也不是个例了	,2020-02-22 20:48:03
濯玳Zoey,0,被钉钉洗脑了，好萌[喜极而泣]	,2020-02-22 20:47:58
m蓝爷爷,0,在？吃蝙蝠疯了？	,2020-02-22 20:47:28
阿冰hhh,0,这孩子疯了吧	,2020-02-22 20:47:22
既然无缘何再誓言,0,好像有点好听？[doge]	,2020-02-22 20:44:59
美琴我女友,0,干脆叫公主殿下整个活算了	,2020-02-22 20:45:33
是阿静小朋友鸭,0,[微笑]我是唯一一个见过刚进来就疯了的公司	,2020-02-22 20:44:07
SUETae,0,哈哈哈哈哈哈哈哈哈哈哈哈该投币就投币，该一星还是一星	,2020-02-22 20:43:02
66872761201_bili,0,害怕	,2020-02-22 20:43:57
和银,0,钉钉你再多表演几个节目，我就给你你想要的hhhh	,2020-02-22 20:43:12
木风了了,0,[鸡腿]辛苦了。[喜极而泣][热词系列_不愧是你]	,2020-02-22 20:40:28
是是是是六棋啊,0,我爱钉小妹！！！！	,2020-02-22 20:41:08
墨画emmmm,0,又疯了个	,2020-02-22 20:40:20
是麦子呐yani,0,每日一刷	,2020-02-22 20:39:13
541909,0,[热词系列_AWSL][热词系列_AWSL][热词系列_AWSL][热词系列_AWSL]	,2020-02-22 20:38:41
经常被一掌劈死,0,害怕	,2020-02-22 20:37:55
某休闲的咸鱼玩家,0,"[热词系列_知识增加]
（と つ）
UωU	",2020-02-22 20:37:39
青绿蜃,0,我隔壁的狗都叫了	,2020-02-22 20:36:34
L_M_7,0,我推荐你把钉子P成麦克风[呲牙]	,2020-02-22 20:35:38
